keyword,cluster,page,source,business_fit,search_volume_us,cpc_usd,paid_competition,paid_competition_index,seo_kd,metric_status
slow replies on hinge,reply,/tools/reply-time-calculator,Google autocomplete: slow replies,65,,,,,not queried,unavailable (not zero)
analyze text messages relationship,home,/,Google autocomplete: analyze text messages,95,,,,,not queried,unavailable (not zero)
is he just being nice quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he just being nice,45,10,,,,not queried,available
he's taking longer to reply,losing,/is-he-losing-interest,Google autocomplete: he takes longer to reply,65,10,,,,not queried,available
what does inconsistent texting mean,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting a,65,,,,,not queried,unavailable (not zero)
is he serious meaning,situationship,/situationship-analyzer,Google autocomplete: is he serious about me,65,,,,,not queried,unavailable (not zero)
orbiting dating term,breadcrumb,/breadcrumbing-test,Google autocomplete: orbiting dating,65,50,,LOW,0,not queried,available
ex keeps drunk texting me,ex,/ex-text-analyzer,Google autocomplete: ex drunk texting,65,,,,,not queried,unavailable (not zero)
export whatsapp chat as text,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat a,65,,,,,not queried,unavailable (not zero)
double texting after a week,initiation,/tools/who-texts-first,Google autocomplete: double texting a,65,,,,,not queried,unavailable (not zero)
slow reply whatsapp status,reply,/tools/reply-time-calculator,Google autocomplete: slow replies w,65,,,,,not queried,unavailable (not zero)
best relationship analysis ai,home,/,Google autocomplete: relationship analysis a,95,,,,,not queried,unavailable (not zero)
is it flirting or being friendly,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he flirting or being friendly,65,10,,,,not queried,available
is he losing interest quiz,losing,/is-he-losing-interest,Google autocomplete: is he losing interest,45,50,1,LOW,8,not queried,available
what is sending mixed signals,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals over text,65,,,,,not queried,unavailable (not zero)
is it a situationship,situationship,/situationship-analyzer,Google autocomplete: situationship analyzer,65,50,0.03,LOW,5,not queried,available
orbiting definition dating,breadcrumb,/breadcrumbing-test,Google autocomplete: orbiting dating,65,10,,LOW,0,not queried,available
ex message after no contact,ex,/ex-text-analyzer,Google autocomplete: ex texts after no contact a,65,,,,,not queried,unavailable (not zero)
export whatsapp chat as txt,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat a,65,10,,LOW,7,not queried,available
double texting what is it,initiation,/tools/who-texts-first,Google autocomplete: double texting w,65,,,,,not queried,unavailable (not zero)
text response time dating,reply,/tools/reply-time-calculator,Google autocomplete: text response time,65,,,,,not queried,unavailable (not zero)
chat analysis ai app,home,/,Google autocomplete: chat analysis ai,95,,,,,not queried,unavailable (not zero)
signs he likes me over text,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me over text,65,10,,LOW,14,not queried,available
is he slow fading me,losing,/is-he-losing-interest,Google autocomplete: is he slow fading,65,10,,LOW,3,not queried,available
examples of mixed signals from guys,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy h,65,10,,LOW,0,not queried,available
one sided love situationship,situationship,/situationship-analyzer,Google autocomplete: one sided situationship,65,,,,,not queried,unavailable (not zero)
paperclipping vs breadcrumbing,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing vs genuine interest,65,20,,LOW,0,not queried,available
ex reaches out on holidays,ex,/ex-text-analyzer,Google autocomplete: ex reaching out h,65,10,,,,not queried,available
export whatsapp chat on pc,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat,65,10,,LOW,10,not queried,available
double texting when making plans,initiation,/tools/who-texts-first,Google autocomplete: double texting w,65,,,,,not queried,unavailable (not zero)
text response time etiquette,reply,/tools/reply-time-calculator,Google autocomplete: text response time,65,140,,LOW,0,not queried,available
chat analysis ai free,home,/,Google autocomplete: chat analysis ai,95,10,,HIGH,76,not queried,available
signs he likes you through text,interest,/does-he-like-me-text-analyzer,Google autocomplete: signs he likes you over text,65,20,,LOW,7,not queried,available
is he tired of me,losing,/is-he-losing-interest,Google autocomplete: is he bored of me,65,20,,LOW,3,not queried,available
he always leaves me on read,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read a,65,10,,LOW,0,not queried,available
one sided situationship meaning,situationship,/situationship-analyzer,Google autocomplete: one sided situationship,65,10,,LOW,0,not queried,available
signs he's breadcrumbing,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing h,65,,,,,not queried,unavailable (not zero)
ex reaches out when drunk,ex,/ex-text-analyzer,Google autocomplete: ex reaching out w,65,,,,,not queried,unavailable (not zero)
export whatsapp chat with media,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,10,,LOW,0,not queried,available
he doesn't text first anymore,initiation,/tools/who-texts-first,Google autocomplete: he never texts first a,65,,,,,not queried,unavailable (not zero)
text response time meaning,reply,/tools/reply-time-calculator,Google autocomplete: text response time,65,10,,LOW,0,not queried,available
chat analysis ai instagram,home,/,Google autocomplete: chat analysis ai,95,10,,,,not queried,available
signs he loves you over text,interest,/does-he-like-me-text-analyzer,Google autocomplete: signs he likes you over text,65,10,,LOW,14,not queried,available
losing interest vs losing feelings,losing,/is-he-losing-interest,Google autocomplete: is he losing interest h,65,10,,LOW,0,not queried,available
he flirts and then pulls away,mixed,/mixed-signals-text-analyzer,Google autocomplete: he flirts then pulls away a,65,10,,,,not queried,available
painful one sided situationship,situationship,/situationship-analyzer,Google autocomplete: one sided situationship,65,,,,,not queried,unavailable (not zero)
another word for breadcrumbing,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing or busy,65,20,,LOW,0,not queried,available
ex reaching out after breakup,ex,/ex-text-analyzer,Google autocomplete: ex reaching out a,65,10,0.03,LOW,12,not queried,available
export whatsapp chat without opening,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,,,,,not queried,unavailable (not zero)
he never texts first anymore,initiation,/tools/who-texts-first,Google autocomplete: he never texts first,65,,,,,not queried,unavailable (not zero)
are slow replies unattractive hinge,reply,/tools/reply-time-calculator,Google autocomplete: slow replies h,65,,,,,not queried,unavailable (not zero)
chat analysis ai relationship,home,/,Google autocomplete: chat analysis ai,95,,,,,not queried,unavailable (not zero)
signs someone likes you over text,interest,/does-he-like-me-text-analyzer,Google autocomplete: signs he likes you over text,65,30,0.03,LOW,9,not queried,available
one word replies from friend,losing,/is-he-losing-interest,Google autocomplete: one word replies,65,10,,LOW,0,not queried,available
he left me on the read,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read a,65,,,,,not queried,unavailable (not zero)
relationship vs situationship test,situationship,/situationship-analyzer,Google autocomplete: situationship test,45,,,,,not queried,unavailable (not zero)
benching toxic dating trend,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,,,,,not queried,unavailable (not zero)
ex reaching out after years,ex,/ex-text-analyzer,Google autocomplete: ex reaching out,65,30,,LOW,0,not queried,available
export whatsapp chat as text file,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat a,65,,,,,not queried,unavailable (not zero)
i always text first friends,initiation,/tools/who-texts-first,Google autocomplete: i always text first,65,,,,,not queried,unavailable (not zero)
average reply time on hinge,reply,/tools/reply-time-calculator,Google autocomplete: average reply time,65,,,,,not queried,unavailable (not zero)
chat analysis with ai,home,/,Google autocomplete: chat analysis ai w,95,,,,,not queried,unavailable (not zero)
why does he like me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz w,45,10,,LOW,0,not queried,available
one word replies from guys,losing,/is-he-losing-interest,Google autocomplete: one word replies,65,50,,LOW,0,not queried,available
he only texts late at night,mixed,/mixed-signals-text-analyzer,Google autocomplete: he texts at night only,65,,,,,not queried,unavailable (not zero)
situationship and relationship difference,situationship,/situationship-analyzer,Google autocomplete: situationship a,65,10,0.08,LOW,9,not queried,available
breadcrumbing and ghosting meaning,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing vs ghosting,65,10,,,,not queried,available
ex said he misses me,ex,/ex-text-analyzer,Google autocomplete: ex says he misses me,65,20,,LOW,0,not queried,available
export whatsapp chat from desktop app,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat,65,10,,LOW,5,not queried,available
i always text him first,initiation,/tools/who-texts-first,Google autocomplete: i always text first h,65,20,,LOW,0,not queried,available
does text response time matter,reply,/tools/reply-time-calculator,Google autocomplete: text response time w,65,10,,LOW,0,not queried,available
chat analyzer ai free,home,/,Google autocomplete: conversation analyzer a,95,,,,,not queried,unavailable (not zero)
why does he love me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz w,45,10,,,,not queried,available
one word responses are rude,losing,/is-he-losing-interest,Google autocomplete: one word replies a,65,,,,,not queried,unavailable (not zero)
he texts me only at night,mixed,/mixed-signals-text-analyzer,Google autocomplete: he texts at night only,65,,,,,not queried,unavailable (not zero)
situationship lack of communication,situationship,/situationship-analyzer,Google autocomplete: situationship communication,65,,,,,not queried,unavailable (not zero)
breadcrumbing and love bombing,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing a,65,10,,LOW,0,not queried,available
ex says they miss me,ex,/ex-text-analyzer,Google autocomplete: ex says he misses me,65,,,,,not queried,unavailable (not zero)
export whatsapp chat how to open,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat h,65,,,,,not queried,unavailable (not zero)
i stopped texting him first,initiation,/tools/who-texts-first,Google autocomplete: should i stop texting first h,65,10,,LOW,0,not queried,available
fast replies from a guy,reply,/tools/reply-time-calculator,Google autocomplete: fast replies,65,,,,,not queried,unavailable (not zero)
chat analyzer ai instagram,home,/,Google autocomplete: conversation analyzer a,95,10,,,,not queried,available
why does my crush like me,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me w,65,30,,LOW,0,not queried,available
should he text me everyday,losing,/is-he-losing-interest,Google autocomplete: he used to text me everyday,65,10,,,,not queried,available
he's hot and cold with texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting w,65,10,,LOW,0,not queried,available
situationship or fwb quiz,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,,,,,not queried,unavailable (not zero)
breadcrumbing examples in friendship,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing examples,65,,,,,not queried,unavailable (not zero)
hot and cold with ex,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold w,65,,,,,not queried,unavailable (not zero)
export whatsapp chat with one person,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,,,,,not queried,unavailable (not zero)
should i keep texting first,initiation,/tools/who-texts-first,Google autocomplete: should i stop texting first,65,10,,LOW,2,not queried,available
he takes ages to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes days to reply,65,10,,LOW,0,not queried,available
chatgpt analyze text messages,home,/,Google autocomplete: analyze text messages,95,10,2.28,LOW,10,not queried,available
why is he interested in me,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me w,65,20,,LOW,1,not queried,available
signs boyfriend is pulling away,losing,/is-he-losing-interest,Google autocomplete: signs he is pulling away,65,10,0.05,LOW,26,not queried,available
is he ghosting or just busy,mixed,/mixed-signals-text-analyzer,Google autocomplete: ghosting or just busy,65,10,,LOW,0,not queried,available
situationship or relationship quiz,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,10,,LOW,10,not queried,available
breadcrumbing examples in relationships,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing examples,65,20,,LOW,3,not queried,available
ignoring your ex text messages,ex,/ex-text-analyzer,Google autocomplete: ex text messages,65,10,,LOW,0,not queried,available
export whatsapp chat with voice notes,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,,,,,not queried,unavailable (not zero)
stop texting first and see,initiation,/tools/who-texts-first,Google autocomplete: should i stop texting first a,65,10,,,,not queried,available
how long to text back,reply,/tools/reply-time-calculator,Google autocomplete: how long to wait for a text back w,65,10,,LOW,0,not queried,available
relationship ai chat analyzer,home,/,Google autocomplete: relationship chat analyzer,95,,,,,not queried,unavailable (not zero)
am i flirting or just being friendly,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he flirting or being friendly a,65,10,,LOW,3,not queried,available
signs someone is pulling away,losing,/is-he-losing-interest,Google autocomplete: signs he is pulling away,65,20,,LOW,0,not queried,available
is inconsistent texting a red flag,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting a,65,10,,LOW,0,not queried,available
situationship texting every day,situationship,/situationship-analyzer,Google autocomplete: situationship texting,65,,,,,not queried,unavailable (not zero)
breadcrumbing how to deal,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing h,65,,,,,not queried,unavailable (not zero)
what is ghosting and breadcrumbing,ex,/ex-text-analyzer,Google autocomplete: ex breadcrumbing w,65,10,,LOW,0,not queried,available
how many messages in whatsapp chat,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics h,65,10,,,,not queried,available
whatsapp message counter in group,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter,65,,,,,not queried,unavailable (not zero)
how to calculate response time,reply,/tools/reply-time-calculator,Google autocomplete: response time calculator a,65,50,,LOW,0,not queried,available
relationship chat analysis ai,home,/,Google autocomplete: relationship chat analyzer,95,,,,,not queried,unavailable (not zero)
does he like me over text quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me over text,45,70,,LOW,1,not queried,available
texting less after first date,losing,/is-he-losing-interest,Google autocomplete: he texts less after first date,65,10,,LOW,0,not queried,available
married man flirts then pulls away,mixed,/mixed-signals-text-analyzer,Google autocomplete: he flirts then pulls away,65,,,,,not queried,unavailable (not zero)
situationship vs a relationship,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship a,65,,,,,not queried,unavailable (not zero)
breadcrumbing how to respond,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing h,65,10,,MEDIUM,35,not queried,available
why ex keeps reaching out,ex,/ex-text-analyzer,Google autocomplete: ex reaching out,65,10,0.03,LOW,11,not queried,available
how to check whatsapp chat size,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics w,65,10,,LOW,0,not queried,available
who initiates conversation on bumble,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
left him on read meaning,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning h,65,10,,LOW,10,not queried,available
relationship text analyzer ai,home,/,Google autocomplete: relationship text analyzer,95,,,,,not queried,unavailable (not zero)
does he like me quiz long distance,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me w,45,30,,LOW,0,not queried,available
why does he seem distant,losing,/is-he-losing-interest,Google autocomplete: why is he being distant a,65,10,,LOW,6,not queried,available
mixed signals from a guy examples,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,,,,,not queried,unavailable (not zero)
situationship vs open relationship,situationship,/situationship-analyzer,Google autocomplete: situationship test,65,10,,LOW,0,not queried,available
breadcrumbing how to stop,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing h,65,,,,,not queried,unavailable (not zero)
checking in with ex after breakup,ex,/ex-text-analyzer,Google autocomplete: ex checking in w,65,,,,,not queried,unavailable (not zero)
how to do whatsapp chat analysis,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analysis h,95,,,,,not queried,unavailable (not zero)
who initiates conversation on hinge,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
left on read meaning text,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning,65,10,,LOW,0,not queried,available
relationship text message analyzer,home,/,Google autocomplete: relationship text analyzer,95,,,,,not queried,unavailable (not zero)
does he like me quiz online friend,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me w,45,10,,LOW,0,not queried,available
why he stop texting me,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me w,65,10,,LOW,0,not queried,available
mixed signals from a guy friend,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,20,,LOW,0,not queried,available
situationship vs relationship anarchy,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,,,,,not queried,unavailable (not zero)
breadcrumbing or just busy,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing or busy,65,,,,,not queried,unavailable (not zero)
does my ex husband miss me,ex,/ex-text-analyzer,Google autocomplete: does my ex miss me h,65,10,,LOW,2,not queried,available
how to get whatsapp chat statistics,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics h,95,10,,,,not queried,available
who starts conversation on bumble,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,10,,LOW,0,not queried,available
normal text response time dating,reply,/tools/reply-time-calculator,Google autocomplete: average text response time dating,65,,,,,not queried,unavailable (not zero)
text message analysis ai,home,/,Google autocomplete: text message analyzer,95,10,14.87,HIGH,86,not queried,available
does he like me quiz over text,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me,45,70,,LOW,1,not queried,available
why he stopped initiating texts,losing,/is-he-losing-interest,Google autocomplete: why did he stop initiating texts,65,10,,,,not queried,available
mixed signals from a guy meaning,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,,,,,not queried,unavailable (not zero)
situationship vs relationship difference,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,,,,,not queried,unavailable (not zero)
breadcrumbing with an ex,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing w,65,,,,,not queried,unavailable (not zero)
does my ex miss me quiz,ex,/ex-text-analyzer,Google autocomplete: does my ex miss me,45,70,0.92,LOW,3,not queried,available
export whatsapp chat where does it go,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,,,,,not queried,unavailable (not zero)
who starts conversation on hinge,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
slow replies after first date,reply,/tools/reply-time-calculator,Google autocomplete: slow replies,65,10,,LOW,0,not queried,available
text message analysis app,home,/,Google autocomplete: text message analyzer,95,30,9.52,LOW,11,not queried,available
does my crush like me back quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me,45,2900,0.46,LOW,0,not queried,available
why he stopped texting me,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me w,65,20,,LOW,4,not queried,available
mixed signals what does it mean,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals w,65,,,,,not queried,unavailable (not zero)
situationship vs relationship meaning,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,20,,LOW,2,not queried,available
dating terms ghosting breadcrumbing,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing vs ghosting,65,,,,,not queried,unavailable (not zero)
does my ex miss me too,ex,/ex-text-analyzer,Google autocomplete: does my ex miss me,65,10,,LOW,3,not queried,available
how to export whatsapp chat to email,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat export analysis,65,10,,LOW,0,not queried,available
who starts conversation on tinder,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
slow replies after second date,reply,/tools/reply-time-calculator,Google autocomplete: slow replies a,65,,,,,not queried,unavailable (not zero)
text message analysis free,home,/,Google autocomplete: text message interpretation,95,,,,,not queried,unavailable (not zero)
does my crush like me back test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me,45,2900,0.46,LOW,0,not queried,available
why is he acting distant,losing,/is-he-losing-interest,Google autocomplete: why is he being distant,65,10,,LOW,0,not queried,available
texts me but never makes plans,mixed,/mixed-signals-text-analyzer,Google autocomplete: he texts me but never makes plans,65,,,,,not queried,unavailable (not zero)
situationship vs relationship psychology,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,,,,,not queried,unavailable (not zero)
ghosting vs inverse ghosting,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing vs ghosting,65,10,,LOW,0,not queried,available
ex checking my whatsapp last seen,ex,/ex-text-analyzer,Google autocomplete: ex checking in w,65,10,,,,not queried,available
how to export whatsapp chat to excel,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat export analysis,65,10,,,,not queried,available
who texts first on bumble,initiation,/tools/who-texts-first,Google autocomplete: who texts first,65,,,,,not queried,unavailable (not zero)
slow replies on dating apps,reply,/tools/reply-time-calculator,Google autocomplete: slow replies,65,,,,,not queried,unavailable (not zero)
text message analyzer ai,home,/,Google autocomplete: text message analyzer,95,10,9.28,MEDIUM,36,not queried,available
how can my crush like me back,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me h,65,10,,LOW,0,not queried,available
why is he being cold,losing,/is-he-losing-interest,Google autocomplete: why is he being distant,65,,,,,not queried,unavailable (not zero)
what is hot and cold texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting w,65,,,,,not queried,unavailable (not zero)
situationship vs relationship quiz,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,10,,LOW,0,not queried,available
is he breadcrumbing quiz,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing quiz,45,,,,,not queried,unavailable (not zero)
ex checking on me after breakup,ex,/ex-text-analyzer,Google autocomplete: ex checking in,65,,,,,not queried,unavailable (not zero)
whatsapp export chat what does it do,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,10,,LOW,0,not queried,available
who texts first on hinge,initiation,/tools/who-texts-first,Google autocomplete: who texts first,65,10,,LOW,0,not queried,available
slow response or slow respond,reply,/tools/reply-time-calculator,Google autocomplete: slow replies w,65,10,,LOW,0,not queried,available
text message analyzer app,home,/,Google autocomplete: text message analyzer,95,,,,,not queried,unavailable (not zero)
how much does he like me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz h,45,40,,LOW,0,not queried,available
why is he losing interest,losing,/is-he-losing-interest,Google autocomplete: is he losing interest w,65,10,,LOW,0,not queried,available
when a guy gives mixed signals,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy h,65,10,,LOW,0,not queried,available
texting situationship happy birthday,situationship,/situationship-analyzer,Google autocomplete: situationship texting,65,,,,,not queried,unavailable (not zero)
orbiting dating urban dictionary,breadcrumb,/breadcrumbing-test,Google autocomplete: orbiting dating,65,10,,LOW,0,not queried,available
ex hot and cold after breakup,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold,65,,,,,not queried,unavailable (not zero)
how can i export all my whatsapp conversations,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat export analysis,65,10,4.85,LOW,25,not queried,available
who texts first on tinder,initiation,/tools/who-texts-first,Google autocomplete: who texts first,65,10,,LOW,0,not queried,available
what does slow replies mean,reply,/tools/reply-time-calculator,Google autocomplete: slow replies h,65,10,,LOW,0,not queried,available
text message analyzer iphone,home,/,Google autocomplete: text message analyzer,95,10,,,,not queried,available
how much does he like me test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test h,45,10,,LOW,0,not queried,available
boyfriend never asks me any questions,losing,/is-he-losing-interest,Google autocomplete: he never asks me questions,65,,,,,not queried,unavailable (not zero)
when he hot and cold texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting h,65,10,,,,not queried,available
what are relationship boundaries,situationship,/situationship-analyzer,Google autocomplete: situationship boundaries w,65,170,0.38,LOW,20,not queried,available
signs he's breadcrumbing you,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing h,65,20,0.05,LOW,11,not queried,available
ex husband blows hot and cold,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold h,65,,,,,not queried,unavailable (not zero)
how to count whatsapp messages in a chat,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics a,65,10,,,,not queried,available
why he never texts first,initiation,/tools/who-texts-first,Google autocomplete: he never texts first w,65,10,,,,not queried,available
fast replies meaning from a guy,reply,/tools/reply-time-calculator,Google autocomplete: fast replies,65,10,,LOW,0,not queried,available
text message analyzer online,home,/,Google autocomplete: text message analyzer,95,,,,,not queried,unavailable (not zero)
is he actually interested in me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me a,45,,,,,not queried,unavailable (not zero)
boyfriend never asks questions about me,losing,/is-he-losing-interest,Google autocomplete: he never asks me questions a,65,,,,,not queried,unavailable (not zero)
when he leaves me on read,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read w,65,10,,LOW,0,not queried,available
why won't he commit,situationship,/situationship-analyzer,Google autocomplete: why wont he commit,65,40,,LOW,3,not queried,available
signs of breadcrumbing friendship,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing,65,20,,LOW,0,not queried,available
ex husband says he misses me,ex,/ex-text-analyzer,Google autocomplete: ex says he misses me h,65,,,,,not queried,unavailable (not zero)
whatsapp export chat will the other person know,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,10,,LOW,0,not queried,available
why i always text first,initiation,/tools/who-texts-first,Google autocomplete: i always text first w,65,10,,LOW,0,not queried,available
he always takes hours to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes hours to reply a,65,,,,,not queried,unavailable (not zero)
text message meaning ai,home,/,Google autocomplete: text message interpretation a,65,,,,,not queried,unavailable (not zero)
is he flirting or being friendly quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he flirting or being friendly,45,10,,LOW,1,not queried,available
guy texts less after first date,losing,/is-he-losing-interest,Google autocomplete: he texts less after first date,65,10,,LOW,0,not queried,available
when he only texts at night,mixed,/mixed-signals-text-analyzer,Google autocomplete: he texts at night only w,65,10,,LOW,0,not queried,available
do one sided relationships work,situationship,/situationship-analyzer,Google autocomplete: one sided situationship a,65,10,0.03,LOW,12,not queried,available
breadcrumbing or testing the waters,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing test,45,10,,LOW,0,not queried,available
ex husband wants to be friends,ex,/ex-text-analyzer,Google autocomplete: ex wants to be friends h,65,10,,LOW,0,not queried,available
double texting a guy on hinge,initiation,/tools/who-texts-first,Google autocomplete: double texting a,65,,,,,not queried,unavailable (not zero)
he left me on read meaning,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning h,65,10,,LOW,0,not queried,available
whatsapp chat analysis ai,home,/,Google autocomplete: chat analysis ai w,95,10,,,,not queried,available
is he flirting or being nice quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he flirting or being friendly,45,10,,LOW,1,not queried,available
guy used to text me everyday,losing,/is-he-losing-interest,Google autocomplete: he used to text me everyday,65,,,,,not queried,unavailable (not zero)
why a married man pulls away,mixed,/mixed-signals-text-analyzer,Google autocomplete: he flirts then pulls away,65,10,,LOW,7,not queried,available
does my situationship hate me,situationship,/situationship-analyzer,Google autocomplete: does my situationship like me h,65,,,,,not queried,unavailable (not zero)
breadcrumbing what does it mean,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing w,65,,,,,not queried,unavailable (not zero)
ex reached out on his birthday,ex,/ex-text-analyzer,Google autocomplete: ex reaching out h,65,,,,,not queried,unavailable (not zero)
double texting when left on read,initiation,/tools/who-texts-first,Google autocomplete: double texting w,65,,,,,not queried,unavailable (not zero)
he takes 12 hours to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes hours to reply,65,10,,LOW,0,not queried,available
whatsapp chat relationship analyzer,home,/,Google autocomplete: relationship chat analyzer,95,,,,,not queried,unavailable (not zero)
is he into me or just friendly,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he into me,65,20,0.06,LOW,14,not queried,available
